"";"lemma";"ministre";"spec";"n"
"18255";"hidalgo";"Barbara Pompili";-0,1613;1
"18256";"home";"Barbara Pompili";-0,1613;1
"18257";"house";"Barbara Pompili";-0,1613;1
"18258";"inadmissible";"Barbara Pompili";-0,1613;1
"18259";"incendier";"Barbara Pompili";-0,1613;1
"18260";"incompréhension";"Barbara Pompili";-0,1613;1
"18261";"inépuisable";"Barbara Pompili";-0,1613;1
"18262";"inévitable";"Barbara Pompili";-0,1613;1
"18263";"infectieux";"Barbara Pompili";-0,1613;1
"18264";"intuition";"Barbara Pompili";-0,1613;1
"18265";"jardinier";"Barbara Pompili";-0,1613;1
"18266";"k";"Barbara Pompili";-0,1613;1
"18267";"laïcité";"Barbara Pompili";-0,1613;1
"18268";"léser";"Barbara Pompili";-0,1613;1
"18269";"licence";"Barbara Pompili";-0,1613;1
"18270";"maximiser";"Barbara Pompili";-0,1613;1
"18271";"méconnu";"Barbara Pompili";-0,1613;1
"18272";"menuiserie";"Barbara Pompili";-0,1613;1
"18273";"métamorphose";"Barbara Pompili";-0,1613;1
"18274";"minibus";"Barbara Pompili";-0,1613;1
"18275";"modernité";"Barbara Pompili";-0,1613;1
"18276";"monoxyde";"Barbara Pompili";-0,1613;1
"18277";"motivation";"Barbara Pompili";-0,1613;1
"18278";"mouchoir";"Barbara Pompili";-0,1613;1
"18279";"neiger";"Barbara Pompili";-0,1613;1
"18280";"noyer";"Barbara Pompili";-0,1613;1
"18281";"nutritif";"Barbara Pompili";-0,1613;1
"18282";"officialiser";"Barbara Pompili";-0,1613;1
"18283";"officier";"Barbara Pompili";-0,1613;1
"18284";"orée";"Barbara Pompili";-0,1613;1
"18285";"ouragan";"Barbara Pompili";-0,1613;1
"18286";"ouvrier";"Barbara Pompili";-0,1613;1
"18287";"oxyde";"Barbara Pompili";-0,1613;1
"18288";"pape";"Barbara Pompili";-0,1613;1
"18289";"papeterie";"Barbara Pompili";-0,1613;1
"18290";"papi";"Barbara Pompili";-0,1613;1
"18291";"partner";"Barbara Pompili";-0,1613;1
"18292";"payant";"Barbara Pompili";-0,1613;1
"18293";"pelouse";"Barbara Pompili";-0,1613;1
"18294";"perche";"Barbara Pompili";-0,1613;1
"18295";"pertuis";"Barbara Pompili";-0,1613;1
"18296";"perturbé";"Barbara Pompili";-0,1613;1
"18297";"peur";"Barbara Pompili";-0,1613;1
"18298";"piscicole";"Barbara Pompili";-0,1613;1
"18299";"pivot";"Barbara Pompili";-0,1613;1
"18300";"policier";"Barbara Pompili";-0,1613;1
"18301";"polyvalence";"Barbara Pompili";-0,1613;1
"18302";"porto";"Barbara Pompili";-0,1613;1
"18303";"portugais";"Barbara Pompili";-0,1613;1
"18304";"procureur";"Barbara Pompili";-0,1613;1
"18305";"prospectif";"Barbara Pompili";-0,1613;1
"18306";"psychique";"Barbara Pompili";-0,1613;1
"18307";"radical";"Barbara Pompili";-0,1613;1
"18308";"ratification";"Barbara Pompili";-0,1613;1
"18309";"reconduction";"Barbara Pompili";-0,1613;1
"18310";"rediriger";"Barbara Pompili";-0,1613;1
"18311";"redouter";"Barbara Pompili";-0,1613;1
"18312";"redresser";"Barbara Pompili";-0,1613;1
"18313";"régie";"Barbara Pompili";-0,1613;1
"18314";"réintégrer";"Barbara Pompili";-0,1613;1
"18315";"renégociation";"Barbara Pompili";-0,1613;1
"18316";"renfermer";"Barbara Pompili";-0,1613;1
"18317";"renvoi";"Barbara Pompili";-0,1613;1
"18318";"résister";"Barbara Pompili";-0,1613;1
"18319";"respiration";"Barbara Pompili";-0,1613;1
"18320";"résumé";"Barbara Pompili";-0,1613;1
"18321";"revisiter";"Barbara Pompili";-0,1613;1
"18322";"rhénan";"Barbara Pompili";-0,1613;1
"18323";"rotond";"Barbara Pompili";-0,1613;1
"18324";"salin";"Barbara Pompili";-0,1613;1
"18325";"sanctuaire";"Barbara Pompili";-0,1613;1
"18326";"semblable";"Barbara Pompili";-0,1613;1
"18327";"shipping";"Barbara Pompili";-0,1613;1
"18328";"simpliste";"Barbara Pompili";-0,1613;1
"18329";"singularité";"Barbara Pompili";-0,1613;1
"18330";"solvant";"Barbara Pompili";-0,1613;1
"18331";"souder";"Barbara Pompili";-0,1613;1
"18332";"souiller";"Barbara Pompili";-0,1613;1
"18333";"stress";"Barbara Pompili";-0,1613;1
"18334";"suggestion";"Barbara Pompili";-0,1613;1
"18335";"surmonter";"Barbara Pompili";-0,1613;1
"18336";"sursaut";"Barbara Pompili";-0,1613;1
"18337";"teinter";"Barbara Pompili";-0,1613;1
"18338";"tisser";"Barbara Pompili";-0,1613;1
"18339";"travaillé";"Barbara Pompili";-0,1613;1
"18340";"trou";"Barbara Pompili";-0,1613;1
"18341";"tube";"Barbara Pompili";-0,1613;1
"18342";"univers";"Barbara Pompili";-0,1613;1
"18343";"vernis";"Barbara Pompili";-0,1613;1
"18344";"verticale";"Barbara Pompili";-0,1613;1
"18345";"vestige";"Barbara Pompili";-0,1613;1
"18346";"agronomique";"François de Rugy";-0,1783;2
"18347";"baptiser";"François de Rugy";-0,1783;2
"18348";"bourbon";"François de Rugy";-0,1783;2
"18349";"breton";"François de Rugy";-0,1783;2
"18350";"compromettre";"François de Rugy";-0,1783;2
"18351";"concurrent";"François de Rugy";-0,1783;2
"18352";"éditeur";"François de Rugy";-0,1783;2
"18353";"électrification";"François de Rugy";-0,1783;2
"18354";"employer";"François de Rugy";-0,1783;2
"18355";"fréquent";"François de Rugy";-0,1783;2
"18356";"gauche";"François de Rugy";-0,1783;2
"18357";"gobelet";"François de Rugy";-0,1783;2
"18358";"herbier";"François de Rugy";-0,1783;2
"18359";"instruire";"François de Rugy";-0,1783;2
"18360";"intellectuel";"François de Rugy";-0,1783;2
"18361";"isolation";"François de Rugy";-0,1783;2
"18362";"lingette";"François de Rugy";-0,1783;2
"18363";"luminosité";"François de Rugy";-0,1783;2
"18364";"mature";"François de Rugy";-0,1783;2
"18365";"offshore";"François de Rugy";-0,1783;2
"18366";"opposition";"François de Rugy";-0,1783;2
"18367";"organique";"François de Rugy";-0,1783;2
"18368";"pénal";"François de Rugy";-0,1783;2
"18369";"qualitatif";"François de Rugy";-0,1783;2
"18370";"ramasser";"François de Rugy";-0,1783;2
"18371";"récompense";"François de Rugy";-0,1783;2
"18372";"reculer";"François de Rugy";-0,1783;2
"18373";"remerciement";"François de Rugy";-0,1783;2
"18374";"rené";"François de Rugy";-0,1783;2
"18375";"réorganisation";"François de Rugy";-0,1783;2
"18376";"revivre";"François de Rugy";-0,1783;2
"18377";"sanctionner";"François de Rugy";-0,1783;2
"18378";"sondage";"François de Rugy";-0,1783;2
"18379";"subsister";"François de Rugy";-0,1783;2
"18380";"tragique";"François de Rugy";-0,1783;2
"18381";"bouger";"Élisabeth Borne";-0,1797;2
"18382";"boussole";"Élisabeth Borne";-0,1797;2
"18383";"cabine";"Élisabeth Borne";-0,1797;2
"18384";"calculateur";"Élisabeth Borne";-0,1797;2
"18385";"captation";"Élisabeth Borne";-0,1797;2
"18386";"chômage";"Élisabeth Borne";-0,1797;2
"18387";"compromettre";"Élisabeth Borne";-0,1797;2
"18388";"concurrent";"Élisabeth Borne";-0,1797;2
"18389";"contemporain";"Élisabeth Borne";-0,1797;2
"18390";"croisé";"Élisabeth Borne";-0,1797;2
"18391";"éducation";"Élisabeth Borne";-0,1797;2
"18392";"évacuation";"Élisabeth Borne";-0,1797;2
"18393";"exhaustif";"Élisabeth Borne";-0,1797;2
"18394";"fragiliser";"Élisabeth Borne";-0,1797;2
"18395";"fréquent";"Élisabeth Borne";-0,1797;2
"18396";"informatique";"Élisabeth Borne";-0,1797;2
"18397";"isolation";"Élisabeth Borne";-0,1797;2
"18398";"miser";"Élisabeth Borne";-0,1797;2
"18399";"musique";"Élisabeth Borne";-0,1797;2
"18400";"offshore";"Élisabeth Borne";-0,1797;2
"18401";"optimisation";"Élisabeth Borne";-0,1797;2
"18402";"pénal";"Élisabeth Borne";-0,1797;2
"18403";"planétaire";"Élisabeth Borne";-0,1797;2
"18404";"qualitatif";"Élisabeth Borne";-0,1797;2
"18405";"régénérer";"Élisabeth Borne";-0,1797;2
"18406";"relèvement";"Élisabeth Borne";-0,1797;2
"18407";"rené";"Élisabeth Borne";-0,1797;2
"18408";"revalorisation";"Élisabeth Borne";-0,1797;2
"18409";"revivre";"Élisabeth Borne";-0,1797;2
"18410";"sanctionner";"Élisabeth Borne";-0,1797;2
"18411";"transférer";"Élisabeth Borne";-0,1797;2
"18412";"visualisation";"Élisabeth Borne";-0,1797;2
"18413";"admettre";"François de Rugy";-0,1914;1
"18414";"allongement";"François de Rugy";-0,1914;1
"18415";"appropriation";"François de Rugy";-0,1914;1
"18416";"assigner";"François de Rugy";-0,1914;1
"18417";"augustin";"François de Rugy";-0,1914;1
"18418";"autobus";"François de Rugy";-0,1914;1
"18419";"bagage";"François de Rugy";-0,1914;1
"18420";"beauvais";"François de Rugy";-0,1914;1
"18421";"bonnet";"François de Rugy";-0,1914;1
"18422";"casque";"François de Rugy";-0,1914;1
"18423";"chanson";"François de Rugy";-0,1914;1
"18424";"cheval";"François de Rugy";-0,1914;1
"18425";"chevalier";"François de Rugy";-0,1914;1
"18426";"climatisation";"François de Rugy";-0,1914;1
"18427";"coeur";"François de Rugy";-0,1914;1
"18428";"colossal";"François de Rugy";-0,1914;1
"18429";"compensé";"François de Rugy";-0,1914;1
"18430";"conjugaison";"François de Rugy";-0,1914;1
"18431";"considération";"François de Rugy";-0,1914;1
"18432";"contaminer";"François de Rugy";-0,1914;1
"18433";"contenter";"François de Rugy";-0,1914;1
"18434";"débouché";"François de Rugy";-0,1914;1
"18435";"discipline";"François de Rugy";-0,1914;1
"18436";"divergence";"François de Rugy";-0,1914;1
"18437";"élémentaire";"François de Rugy";-0,1914;1
"18438";"émotion";"François de Rugy";-0,1914;1
"18439";"englober";"François de Rugy";-0,1914;1
"18440";"ensemble";"François de Rugy";-0,1914;1
"18441";"épandre";"François de Rugy";-0,1914;1
"18442";"espoir";"François de Rugy";-0,1914;1
"18443";"éthique";"François de Rugy";-0,1914;1
"18444";"évident";"François de Rugy";-0,1914;1
"18445";"exact";"François de Rugy";-0,1914;1
"18446";"exploratoire";"François de Rugy";-0,1914;1
"18447";"exporter";"François de Rugy";-0,1914;1
"18448";"extinction";"François de Rugy";-0,1914;1
"18449";"facette";"François de Rugy";-0,1914;1
"18450";"férié";"François de Rugy";-0,1914;1
"18451";"fils";"François de Rugy";-0,1914;1
"18452";"flèche";"François de Rugy";-0,1914;1
"18453";"garage";"François de Rugy";-0,1914;1
"18454";"gérant";"François de Rugy";-0,1914;1
"18455";"go";"François de Rugy";-0,1914;1
"18456";"graine";"François de Rugy";-0,1914;1
"18457";"grille";"François de Rugy";-0,1914;1
"18458";"îlot";"François de Rugy";-0,1914;1
"18459";"inconvénient";"François de Rugy";-0,1914;1
"18460";"interconnexion";"François de Rugy";-0,1914;1
"18461";"inutile";"François de Rugy";-0,1914;1
"18462";"journalier";"François de Rugy";-0,1914;1
"18463";"lyonnais";"François de Rugy";-0,1914;1
"18464";"lys";"François de Rugy";-0,1914;1
"18465";"mandater";"François de Rugy";-0,1914;1
"18466";"marqueur";"François de Rugy";-0,1914;1
"18467";"mélange";"François de Rugy";-0,1914;1
"18468";"mortel";"François de Rugy";-0,1914;1
"18469";"nocif";"François de Rugy";-0,1914;1
"18470";"normand";"François de Rugy";-0,1914;1
"18471";"palette";"François de Rugy";-0,1914;1
"18472";"passionné";"François de Rugy";-0,1914;1
"18473";"pentecôte";"François de Rugy";-0,1914;1
"18474";"perception";"François de Rugy";-0,1914;1
"18475";"piton";"François de Rugy";-0,1914;1
"18476";"planter";"François de Rugy";-0,1914;1
"18477";"polémique";"François de Rugy";-0,1914;1
"18478";"polyvalent";"François de Rugy";-0,1914;1
"18479";"possession";"François de Rugy";-0,1914;1
"18480";"privatisation";"François de Rugy";-0,1914;1
"18481";"quantifier";"François de Rugy";-0,1914;1
"18482";"quimper";"François de Rugy";-0,1914;1
"18483";"reboisement";"François de Rugy";-0,1914;1
"18484";"reflet";"François de Rugy";-0,1914;1
"18485";"refroidissement";"François de Rugy";-0,1914;1
"18486";"réservation";"François de Rugy";-0,1914;1
"18487";"respirable";"François de Rugy";-0,1914;1
"18488";"respiratoire";"François de Rugy";-0,1914;1
"18489";"revaloriser";"François de Rugy";-0,1914;1
"18490";"sel";"François de Rugy";-0,1914;1
"18491";"senior";"François de Rugy";-0,1914;1
"18492";"solde";"François de Rugy";-0,1914;1
"18493";"statuer";"François de Rugy";-0,1914;1
"18494";"tangible";"François de Rugy";-0,1914;1
"18495";"tortue";"François de Rugy";-0,1914;1
"18496";"touriste";"François de Rugy";-0,1914;1
"18497";"ultramarin";"François de Rugy";-0,1914;1
"18498";"valide";"François de Rugy";-0,1914;1
"18499";"vétuste";"François de Rugy";-0,1914;1
"18500";"absence";"Élisabeth Borne";-0,1926;1
"18501";"accroissement";"Élisabeth Borne";-0,1926;1
"18502";"adosser";"Élisabeth Borne";-0,1926;1
"18503";"antérieur";"Élisabeth Borne";-0,1926;1
"18504";"antipollution";"Élisabeth Borne";-0,1926;1
"18505";"avancement";"Élisabeth Borne";-0,1926;1
"18506";"cadrage";"Élisabeth Borne";-0,1926;1
"18507";"capitainerie";"Élisabeth Borne";-0,1926;1
"18508";"casque";"Élisabeth Borne";-0,1926;1
"18509";"celtique";"Élisabeth Borne";-0,1926;1
"18510";"chaussure";"Élisabeth Borne";-0,1926;1
"18511";"cheval";"Élisabeth Borne";-0,1926;1
"18512";"confortable";"Élisabeth Borne";-0,1926;1
"18513";"consensuel";"Élisabeth Borne";-0,1926;1
"18514";"considération";"Élisabeth Borne";-0,1926;1
"18515";"continuum";"Élisabeth Borne";-0,1926;1
"18516";"débouché";"Élisabeth Borne";-0,1926;1
"18517";"décentraliser";"Élisabeth Borne";-0,1926;1
"18518";"dénombrer";"Élisabeth Borne";-0,1926;1
"18519";"différenciation";"Élisabeth Borne";-0,1926;1
"18520";"diffus";"Élisabeth Borne";-0,1926;1
"18521";"discipline";"Élisabeth Borne";-0,1926;1
"18522";"divergence";"Élisabeth Borne";-0,1926;1
"18523";"dysfonctionnement";"Élisabeth Borne";-0,1926;1
"18524";"élargissement";"Élisabeth Borne";-0,1926;1
"18525";"émotion";"Élisabeth Borne";-0,1926;1
"18526";"encourir";"Élisabeth Borne";-0,1926;1
"18527";"englober";"Élisabeth Borne";-0,1926;1
"18528";"entourage";"Élisabeth Borne";-0,1926;1
"18529";"épandre";"Élisabeth Borne";-0,1926;1
"18530";"espoir";"Élisabeth Borne";-0,1926;1
"18531";"exploratoire";"Élisabeth Borne";-0,1926;1
"18532";"exporter";"Élisabeth Borne";-0,1926;1
"18533";"extinction";"Élisabeth Borne";-0,1926;1
"18534";"facette";"Élisabeth Borne";-0,1926;1
"18535";"faisable";"Élisabeth Borne";-0,1926;1
"18536";"faubourg";"Élisabeth Borne";-0,1926;1
"18537";"flèche";"Élisabeth Borne";-0,1926;1
"18538";"fouet";"Élisabeth Borne";-0,1926;1
"18539";"fraction";"Élisabeth Borne";-0,1926;1
"18540";"juge";"Élisabeth Borne";-0,1926;1
"18541";"lâcher";"Élisabeth Borne";-0,1926;1
"18542";"libéralisation";"Élisabeth Borne";-0,1926;1
"18543";"ludique";"Élisabeth Borne";-0,1926;1
"18544";"lyonnais";"Élisabeth Borne";-0,1926;1
"18545";"météorologie";"Élisabeth Borne";-0,1926;1
"18546";"migrateur";"Élisabeth Borne";-0,1926;1
"18547";"pentecôte";"Élisabeth Borne";-0,1926;1
"18548";"piéger";"Élisabeth Borne";-0,1926;1
"18549";"planter";"Élisabeth Borne";-0,1926;1
"18550";"prémunir";"Élisabeth Borne";-0,1926;1
"18551";"procurer";"Élisabeth Borne";-0,1926;1
"18552";"promenade";"Élisabeth Borne";-0,1926;1
"18553";"réactif";"Élisabeth Borne";-0,1926;1
"18554";"reflet";"Élisabeth Borne";-0,1926;1
"18555";"respirable";"Élisabeth Borne";-0,1926;1
"18556";"revaloriser";"Élisabeth Borne";-0,1926;1
"18557";"sas";"Élisabeth Borne";-0,1926;1
"18558";"satisfaction";"Élisabeth Borne";-0,1926;1
"18559";"sauvegarder";"Élisabeth Borne";-0,1926;1
"18560";"selle";"Élisabeth Borne";-0,1926;1
"18561";"senior";"Élisabeth Borne";-0,1926;1
"18562";"serein";"Élisabeth Borne";-0,1926;1
"18563";"tangible";"Élisabeth Borne";-0,1926;1
"18564";"vétuste";"Élisabeth Borne";-0,1926;1
"18565";"vitalité";"Élisabeth Borne";-0,1926;1
"18566";"voyager";"Élisabeth Borne";-0,1926;1
"18567";"abaissant";"François de Rugy";-0,1991;NA
"18568";"abattoir";"François de Rugy";-0,1991;NA
"18569";"abattre";"François de Rugy";-0,1991;NA
"18570";"abus";"François de Rugy";-0,1991;NA
"18571";"acceptation";"François de Rugy";-0,1991;NA
"18572";"adaptabilité";"François de Rugy";-0,1991;NA
"18573";"addition";"François de Rugy";-0,1991;NA
"18574";"admission";"François de Rugy";-0,1991;NA
"18575";"adolescent";"François de Rugy";-0,1991;NA
"18576";"adossé";"François de Rugy";-0,1991;NA
"18577";"aéré";"François de Rugy";-0,1991;NA
"18578";"affectation";"François de Rugy";-0,1991;NA
"18579";"affilier";"François de Rugy";-0,1991;NA
"18580";"affiné";"François de Rugy";-0,1991;NA
"18581";"affluence";"François de Rugy";-0,1991;NA
"18582";"agissement";"François de Rugy";-0,1991;NA
"18583";"agiter";"François de Rugy";-0,1991;NA
"18584";"agora";"François de Rugy";-0,1991;NA
"18585";"agresser";"François de Rugy";-0,1991;NA
"18586";"agression";"François de Rugy";-0,1991;NA
"18587";"alphabétique";"François de Rugy";-0,1991;NA
"18588";"aménité";"François de Rugy";-0,1991;NA
"18589";"amiral";"François de Rugy";-0,1991;NA
"18590";"amoindrir";"François de Rugy";-0,1991;NA
"18591";"amorçage";"François de Rugy";-0,1991;NA
"18592";"amortir";"François de Rugy";-0,1991;NA
"18593";"ananas";"François de Rugy";-0,1991;NA
"18594";"ancre";"François de Rugy";-0,1991;NA
"18595";"angleterre";"François de Rugy";-0,1991;NA
"18596";"annonceur";"François de Rugy";-0,1991;NA
"18597";"anodin";"François de Rugy";-0,1991;NA
"18598";"antonin";"François de Rugy";-0,1991;NA
"18599";"apiculteur";"François de Rugy";-0,1991;NA
"18600";"appliqué";"François de Rugy";-0,1991;NA
"18601";"appréhension";"François de Rugy";-0,1991;NA
"18602";"apprêter";"François de Rugy";-0,1991;NA
"18603";"aquarium";"François de Rugy";-0,1991;NA
"18604";"aramon";"François de Rugy";-0,1991;NA
"18605";"arche";"François de Rugy";-0,1991;NA
"18606";"arctique";"François de Rugy";-0,1991;NA
"18607";"aromatique";"François de Rugy";-0,1991;NA
"18608";"ascendance";"François de Rugy";-0,1991;NA
"18609";"ascenseur";"François de Rugy";-0,1991;NA
"18610";"asiatique";"François de Rugy";-0,1991;NA
"18611";"assembler";"François de Rugy";-0,1991;NA
"18612";"assujetti";"François de Rugy";-0,1991;NA
"18613";"asthme";"François de Rugy";-0,1991;NA
"18614";"athanor";"François de Rugy";-0,1991;NA
"18615";"attrayant";"François de Rugy";-0,1991;NA
"18616";"atypique";"François de Rugy";-0,1991;NA
"18617";"aubergine";"François de Rugy";-0,1991;NA
"18618";"auguste";"François de Rugy";-0,1991;NA
"18619";"automatisé";"François de Rugy";-0,1991;NA
"18620";"avitailler";"François de Rugy";-0,1991;NA
"18621";"ballade";"François de Rugy";-0,1991;NA
"18622";"bar";"François de Rugy";-0,1991;NA
"18623";"bardot";"François de Rugy";-0,1991;NA
"18624";"baret";"François de Rugy";-0,1991;NA
"18625";"basique";"François de Rugy";-0,1991;NA
"18626";"batellerie";"François de Rugy";-0,1991;NA
"18627";"bellevillois";"François de Rugy";-0,1991;NA
"18628";"belvédère";"François de Rugy";-0,1991;NA
"18629";"bénévolat";"François de Rugy";-0,1991;NA
"18630";"bétail";"François de Rugy";-0,1991;NA
"18631";"bétonner";"François de Rugy";-0,1991;NA
"18632";"biberon";"François de Rugy";-0,1991;NA
"18633";"bienveillance";"François de Rugy";-0,1991;NA
"18634";"bienveillant";"François de Rugy";-0,1991;NA
"18635";"bigouden";"François de Rugy";-0,1991;NA
"18636";"binôme";"François de Rugy";-0,1991;NA
"18637";"biodégradable";"François de Rugy";-0,1991;NA
"18638";"bivouac";"François de Rugy";-0,1991;NA
"18639";"bizarre";"François de Rugy";-0,1991;NA
"18640";"bora";"François de Rugy";-0,1991;NA
"18641";"bordeau";"François de Rugy";-0,1991;NA
"18642";"bosser";"François de Rugy";-0,1991;NA
"18643";"boulet";"François de Rugy";-0,1991;NA
"18644";"bouleversant";"François de Rugy";-0,1991;NA
"18645";"bouquet";"François de Rugy";-0,1991;NA
"18646";"boutonner";"François de Rugy";-0,1991;NA
"18647";"braconnier";"François de Rugy";-0,1991;NA
"18648";"brainstorming";"François de Rugy";-0,1991;NA
"18649";"brasserie";"François de Rugy";-0,1991;NA
"18650";"bricoleur";"François de Rugy";-0,1991;NA
"18651";"brûlage";"François de Rugy";-0,1991;NA
"18652";"brut";"François de Rugy";-0,1991;NA
"18653";"brutalité";"François de Rugy";-0,1991;NA
"18654";"bulle";"François de Rugy";-0,1991;NA
"18655";"bureautique";"François de Rugy";-0,1991;NA
"18656";"burger";"François de Rugy";-0,1991;NA
"18657";"butoir";"François de Rugy";-0,1991;NA
"18658";"cab";"François de Rugy";-0,1991;NA
"18659";"cadencer";"François de Rugy";-0,1991;NA
"18660";"cale";"François de Rugy";-0,1991;NA
"18661";"californie";"François de Rugy";-0,1991;NA
"18662";"caller";"François de Rugy";-0,1991;NA
"18663";"camarguais";"François de Rugy";-0,1991;NA
"18664";"campeur";"François de Rugy";-0,1991;NA
"18665";"canapé";"François de Rugy";-0,1991;NA
"18666";"cantonner";"François de Rugy";-0,1991;NA
"18667";"capsule";"François de Rugy";-0,1991;NA
"18668";"capturer";"François de Rugy";-0,1991;NA
"18669";"cari";"François de Rugy";-0,1991;NA
"18670";"carotte";"François de Rugy";-0,1991;NA
"18671";"cartographier";"François de Rugy";-0,1991;NA
"18672";"cassation";"François de Rugy";-0,1991;NA
"18673";"catégorisation";"François de Rugy";-0,1991;NA
"18674";"célérité";"François de Rugy";-0,1991;NA
"18675";"cendre";"François de Rugy";-0,1991;NA
"18676";"cerveau";"François de Rugy";-0,1991;NA
"18677";"chair";"François de Rugy";-0,1991;NA
"18678";"championnat";"François de Rugy";-0,1991;NA
"18679";"chancelier";"François de Rugy";-0,1991;NA
"18680";"chanteur";"François de Rugy";-0,1991;NA
"18681";"chanvre";"François de Rugy";-0,1991;NA
"18682";"charnière";"François de Rugy";-0,1991;NA
"18683";"charpente";"François de Rugy";-0,1991;NA
"18684";"cheminer";"François de Rugy";-0,1991;NA
"18685";"chérir";"François de Rugy";-0,1991;NA
"18686";"cheveu";"François de Rugy";-0,1991;NA
"18687";"chronologie";"François de Rugy";-0,1991;NA
"18688";"ciblage";"François de Rugy";-0,1991;NA
"18689";"cinquantenaire";"François de Rugy";-0,1991;NA
